Unnamed: 0,location_x,location_y,remaining_min,power_of_shot,knockout_match,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,shot_id_number
13857,1.0,176.0,3.0,4.0,0.0,36.0,37.0,0.0,0,4,0,13858
13858,157.0,-2.0,2.0,4.0,0.0,59.0,35.0,1.0,-1,4,2,13859
13859,77.0,74.0,2.0,4.0,0.0,33.0,35.0,0.0,0,1,2,13860
13860,84.0,176.0,1.0,4.0,0.0,10.0,39.0,1.0,4,4,0,13861
13861,23.0,175.0,0.0,4.0,0.0,3.0,37.0,1.0,0,4,0,13862
13862,-136.0,246.0,6.0,1.0,0.0,43.0,48.0,1.0,1,5,1,13863
13863,237.0,74.0,2.0,2.0,0.0,53.0,43.0,0.0,5,6,1,13864
13864,124.0,235.0,0.0,2.0,0.0,32.0,46.0,0.0,4,5,1,13865
13865,-116.0,105.0,11.0,3.0,0.0,22.0,35.0,0.0,2,4,2,13866
13866,0.0,0.0,9.0,3.0,0.0,51.0,20.0,0.0,0,0,4,13867
13867,0.0,129.0,6.0,3.0,0.0,4.0,35.0,,2,4,2,13868
13868,0.0,0.0,4.0,3.0,0.0,26.0,35.0,1.0,0,0,4,13869
13869,-198.0,160.0,3.0,3.0,0.0,28.329381850668316,45.0,1.0,1,5,1,13870
13870,0.0,0.0,1.0,3.0,0.0,7.0,20.0,,0,0,-1,13871
13871,78.0,209.0,0.0,3.0,0.0,32.0,42.0,0.0,-1,4,0,13872
13872,0.0,0.0,0.0,3.0,0.0,1.0,20.0,1.0,0,0,4,13873
13873,-166.0,14.0,7.0,4.0,0.0,4.0,36.0,0.0,2,4,0,13874
13874,37.0,165.0,6.0,4.0,0.0,39.0,36.0,0.0,0,4,0,13875
13875,0.0,0.0,0.0,3.0,0.0,18.0,20.0,0.0,0,0,4,13876
13876,0.0,74.0,10.0,1.0,0.0,50.0,28.0,1.0,0,1,2,13877
13877,15.0,52.0,7.0,1.0,0.0,29.0,25.0,,0,1,4,13878
13878,50.0,41.0,7.0,1.0,0.0,27.0,26.0,0.0,0,1,4,13879
13879,-119.0,190.0,3.0,1.0,0.0,50.0,42.0,,1,-1,0,13880
13880,-62.0,124.0,0.0,1.0,0.0,50.0,33.0,1.0,0,1,2,13881
13881,154.0,198.0,0.0,1.0,0.0,30.0,45.0,0.0,4,5,1,13882
13882,-43.0,214.0,0.0,1.0,0.0,0.0,41.0,0.0,0,4,-1,13883
13883,-138.0,115.0,11.0,2.0,0.0,40.0,37.0,0.0,1,4,0,13884
13884,0.0,50.0,10.0,2.0,0.0,10.0,27.0,1.0,0,1,4,13885
13885,0.0,0.0,8.0,2.0,0.0,52.0,20.0,0.0,0,-1,4,13886
13886,165.0,145.0,4.0,2.0,0.0,58.0,41.0,0.0,4,4,0,13887
13887,-90.0,41.0,3.0,2.0,0.0,40.0,29.0,,2,4,2,13888
13888,-90.0,63.0,3.0,2.0,0.0,7.0,30.0,0.0,2,4,2,13889
13889,0.0,0.0,2.0,2.0,0.0,5.0,20.0,,0,0,4,13890
13890,189.0,175.0,1.0,2.0,0.0,18.0,45.0,,4,5,1,13891
13891,67.0,82.0,0.0,3.0,0.0,39.0,30.0,0.0,5,1,2,13892
13892,0.0,0.0,0.0,2.0,0.0,1.0,20.0,0.0,0,0,4,13893
13893,0.0,0.0,10.0,3.0,0.0,29.0,20.0,0.0,0,0,4,13894
13894,-86.0,249.0,5.0,3.0,0.0,42.0,46.0,,1,5,-1,13895
13895,-65.0,63.0,5.0,3.0,0.0,22.0,29.0,1.0,2,1,2,13896
13896,61.0,104.0,4.0,3.0,0.0,59.0,32.0,1.0,5,1,2,13897
13897,-15.0,45.0,4.0,3.0,0.0,27.0,24.0,0.0,0,1,4,13898
13898,0.0,0.0,4.0,3.0,0.0,3.0,20.0,0.0,0,0,4,13899
13899,-27.0,172.0,11.0,4.0,0.0,24.0,37.0,1.0,0,4,0,13900
13900,106.0,28.0,10.0,4.0,0.0,47.0,30.0,0.0,5,4,2,13901
13901,-60.0,74.0,7.0,4.0,0.0,12.0,29.0,0.0,2,1,2,13902
13902,-109.0,134.0,5.0,4.0,0.0,47.0,37.0,1.0,-1,4,0,13903
13903,-62.0,72.0,5.0,4.0,0.0,28.329381850668316,29.0,0.0,2,1,2,13904
13904,-161.0,61.0,4.883233224643899,4.0,0.0,1.0,37.0,1.0,2,4,0,13905
13905,-117.0,126.0,3.0,4.0,0.0,22.0,37.0,1.0,1,4,0,13906
13906,-155.0,94.0,1.0,4.0,0.0,23.0,38.0,,2,4,0,13907
13907,-163.0,74.0,0.0,4.0,0.0,27.0,47.0,1.0,1,5,1,13908
13908,143.0,60.0,10.0,3.0,0.0,59.0,35.0,0.0,5,4,2,13909
13909,111.0,53.0,5.0,1.0,0.0,20.0,32.0,,5,4,2,13910
13910,58.0,197.0,11.0,3.0,0.0,8.0,40.0,0.0,0,4,0,13911
13911,45.0,31.0,10.0,2.0,0.0,41.0,25.0,,0,1,4,13912
13912,149.0,83.0,6.0,2.0,0.0,30.0,37.0,,5,4,0,13913
13913,129.0,148.0,4.0,2.0,0.0,4.0,39.0,0.0,4,4,0,13914
13914,80.0,50.0,3.0,2.0,0.0,47.0,29.0,1.0,5,1,2,13915
13915,69.0,85.0,3.0,2.0,0.0,25.0,30.0,1.0,5,1,2,13916
13916,51.0,23.0,1.0,2.0,0.0,45.0,25.0,1.0,0,1,4,13917
13917,-111.0,165.0,0.0,2.0,0.0,41.0,39.0,1.0,1,-1,0,13918
13918,26.0,11.0,10.0,3.0,0.0,28.0,22.0,0.0,0,0,4,13919
13919,-19.0,1.0,10.0,3.0,0.0,16.0,21.0,,0,0,4,13920
13920,77.0,11.0,7.0,3.0,0.0,8.0,27.0,1.0,0,1,4,13921
13921,119.0,209.0,3.0,3.0,0.0,22.0,44.0,0.0,4,5,1,13922
13922,84.0,26.0,2.0,3.0,0.0,42.0,28.0,,5,4,2,13923
13923,223.0,74.0,5.0,4.0,0.0,58.0,42.0,1.0,5,6,1,13924
13924,20.0,26.0,3.0,4.0,0.0,47.0,23.0,0.0,0,0,4,13925
13925,-75.0,26.0,1.0,4.0,0.0,31.0,27.0,1.0,0,1,4,13926
13926,-218.0,108.0,0.0,4.0,0.0,12.0,44.0,,1,5,1,13927
13927,10.0,134.0,7.0,1.0,0.0,45.0,33.0,1.0,0,1,2,13928
13928,91.0,153.0,6.0,1.0,0.0,49.0,37.0,,4,4,0,13929
13929,0.0,189.0,6.0,1.0,0.0,11.0,41.0,0.0,4,4,0,13930
13930,-97.0,148.0,7.0,2.0,0.0,18.0,37.0,1.0,1,4,0,13931
13931,0.0,0.0,4.0,2.0,0.0,47.0,20.0,1.0,-1,0,4,13932
13932,-23.0,108.0,3.0,2.0,0.0,8.0,31.0,0.0,0,1,2,13933
13933,124.0,146.0,2.0,2.0,0.0,20.0,39.0,1.0,4,4,0,13934
13934,0.0,0.0,9.0,3.0,0.0,6.0,20.0,,0,-1,4,13935
13935,48.0,179.0,7.0,3.0,0.0,52.0,38.0,,0,4,0,13936
13936,-142.0,83.0,5.0,3.0,0.0,16.0,36.0,0.0,2,4,0,13937
13937,-56.0,108.0,3.0,3.0,0.0,28.329381850668316,32.0,0.0,0,1,2,13938
13938,-152.0,206.0,3.0,3.0,0.0,28.329381850668316,45.0,,1,5,1,13939
13939,53.0,71.0,4.883233224643899,3.0,0.0,52.0,28.0,0.0,5,1,2,13940
13940,0.0,0.0,0.0,3.0,0.0,2.0,20.0,0.0,0,0,4,13941
13941,84.0,151.0,7.0,4.0,0.0,51.0,37.0,1.0,4,4,0,13942
13942,138.0,85.0,4.883233224643899,4.0,0.0,0.0,36.0,1.0,5,4,0,13943
13943,-146.0,233.0,5.0,4.0,0.0,10.0,47.0,0.0,1,5,1,13944
13944,132.0,165.0,4.0,4.0,0.0,28.329381850668316,41.0,0.0,4,4,0,13945
13945,45.0,42.0,3.0,3.0,0.0,44.0,26.0,,0,1,4,13946
13946,0.0,0.0,1.0,4.0,0.0,39.0,20.0,1.0,0,0,4,13947
13947,67.0,134.0,1.0,4.0,0.0,16.0,34.0,0.0,0,1,-1,13948
13948,-141.0,236.0,4.883233224643899,4.0,0.0,7.0,47.0,0.0,1,5,1,13949
13949,0.0,0.0,0.0,4.0,0.0,52.0,20.0,,0,0,4,13950
13950,129.0,146.0,0.0,4.0,0.0,18.0,39.0,,4,4,0,13951
13951,86.0,246.0,0.0,4.0,0.0,8.0,46.0,0.0,4,5,1,13952
13952,239.0,11.0,0.0,4.0,0.0,4.0,43.0,0.0,5,6,1,13953
13953,83.0,110.0,8.0,1.0,0.0,1.0,35.0,,5,4,2,13954
13954,-76.0,83.0,2.0,1.0,0.0,38.0,31.0,1.0,2,1,2,13955
13955,-168.0,119.0,4.0,2.0,0.0,10.0,40.0,,2,4,0,13956
13956,181.0,44.0,2.0,2.0,0.0,6.0,38.0,0.0,5,4,0,13957
13957,2.0,157.0,4.883233224643899,2.0,0.0,1.0,35.0,,0,4,2,13958
13958,97.0,142.0,11.0,3.0,0.0,27.0,37.0,0.0,4,4,0,13959
13959,228.0,31.0,11.0,3.0,0.0,19.0,43.0,0.0,5,6,1,13960
13960,-4.0,69.0,8.0,3.0,0.0,44.0,26.0,0.0,0,1,4,13961
13961,0.0,0.0,4.883233224643899,3.0,0.0,22.0,20.0,1.0,0,0,-1,13962
13962,106.0,17.0,6.0,3.0,0.0,44.0,30.0,1.0,5,4,2,13963
13963,231.0,22.0,6.0,3.0,0.0,11.0,43.0,0.0,5,6,1,13964
13964,0.0,0.0,2.0,3.0,0.0,13.0,20.0,1.0,0,0,4,13965
13965,-180.0,176.0,0.0,3.0,0.0,48.0,45.0,0.0,1,5,1,13966
13966,-223.0,12.0,11.0,4.0,0.0,3.0,42.0,1.0,2,2,1,13967
13967,0.0,0.0,10.0,4.0,0.0,27.0,20.0,0.0,0,0,4,13968
13968,182.0,12.0,9.0,4.0,0.0,50.0,38.0,,5,4,0,13969
13969,0.0,0.0,9.0,4.0,0.0,19.0,32.0,1.0,2,4,2,13970
13970,0.0,0.0,7.0,4.0,0.0,49.0,20.0,0.0,0,0,4,13971
13971,65.0,246.0,7.0,4.0,0.0,0.0,45.0,0.0,0,5,1,13972
13972,0.0,0.0,4.883233224643899,4.0,0.0,34.0,20.0,1.0,0,0,4,13973
13973,-103.0,178.0,5.0,4.0,0.0,28.329381850668316,40.0,0.0,1,-1,0,13974
13974,78.0,74.0,4.0,4.0,0.0,15.0,35.0,0.0,4,-1,0,13975
13975,-136.0,206.0,4.883233224643899,1.0,0.0,39.0,44.0,0.0,1,5,1,13976
13976,111.0,263.0,5.0,2.0,0.0,31.0,48.0,1.0,4,5,1,13977
13977,-161.0,214.0,4.0,2.0,0.0,57.0,35.0,1.0,1,5,1,13978
13978,-182.0,74.0,4.883233224643899,3.0,0.0,35.0,46.0,0.0,1,5,1,13979
13979,147.0,236.0,8.0,3.0,0.0,51.0,47.0,,4,5,1,13980
13980,0.0,0.0,6.0,3.0,0.0,56.0,20.0,,0,0,4,13981
13981,0.0,0.0,2.0,3.0,0.0,44.0,20.0,1.0,0,0,4,13982
13982,0.0,0.0,2.0,3.0,0.0,22.0,20.0,1.0,0,0,4,13983
13983,147.0,225.0,1.0,3.0,0.0,50.0,46.0,0.0,4,5,1,13984
13984,-60.0,20.0,9.0,4.0,0.0,36.0,26.0,0.0,0,1,4,13985
13985,72.0,197.0,7.0,4.0,0.0,5.0,40.0,,4,4,0,13986
13986,-202.0,179.0,6.0,4.0,0.0,20.0,46.0,,1,5,1,13987
13987,-105.0,45.0,2.0,4.0,0.0,11.0,31.0,0.0,2,4,2,13988
13988,-26.0,60.0,1.0,4.0,0.0,51.0,35.0,,-1,1,4,13989
13989,0.0,0.0,0.0,4.0,0.0,33.0,20.0,0.0,0,0,-1,13990
13990,0.0,0.0,11.0,1.0,0.0,39.0,20.0,0.0,0,0,4,13991
13991,72.0,97.0,10.0,1.0,0.0,37.0,32.0,,5,-1,2,13992
13992,0.0,0.0,6.0,1.0,0.0,47.0,35.0,1.0,0,0,4,13993
13993,0.0,0.0,3.0,1.0,0.0,41.0,20.0,,0,0,4,13994
13994,0.0,205.0,3.0,1.0,0.0,36.0,44.0,0.0,1,5,1,13995
13995,106.0,179.0,1.0,1.0,0.0,2.0,40.0,1.0,-1,4,0,13996
13996,100.0,252.0,0.0,2.0,0.0,57.0,47.0,1.0,-1,5,1,13997
13997,4.0,190.0,4.883233224643899,3.0,0.0,55.0,39.0,0.0,0,4,0,13998
13998,165.0,197.0,4.0,3.0,0.0,57.0,45.0,0.0,4,5,1,13999
13999,-149.0,162.0,4.0,3.0,0.0,25.0,42.0,0.0,1,4,0,14000
14000,10.0,42.0,4.883233224643899,3.0,0.0,9.0,24.0,,0,1,4,14001
14001,143.0,146.0,10.0,1.0,0.0,28.329381850668316,40.0,,4,4,0,14002
14002,-180.0,15.0,8.0,1.0,0.0,49.0,38.0,1.0,2,4,0,14003
14003,-163.0,121.0,4.883233224643899,1.0,0.0,33.0,40.0,,1,4,0,14004
14004,200.0,184.0,3.0,1.0,0.0,17.0,47.0,,4,5,1,14005
14005,103.0,157.0,2.0,1.0,0.0,22.0,38.0,,4,-1,0,14006
14006,20.0,74.0,0.0,1.0,0.0,27.0,28.0,0.0,0,-1,2,14007
14007,103.0,190.0,4.883233224643899,2.0,0.0,35.0,41.0,0.0,4,4,0,14008
14008,0.0,74.0,3.0,2.0,0.0,54.0,24.0,0.0,0,1,4,14009
14009,-169.0,217.0,2.0,2.0,0.0,19.0,47.0,1.0,1,-1,1,14010
14010,160.0,74.0,1.0,2.0,0.0,16.0,37.0,0.0,5,4,0,14011
14011,37.0,60.0,0.0,2.0,0.0,36.0,27.0,,0,1,4,14012
14012,-150.0,119.0,0.0,2.0,0.0,5.0,39.0,1.0,1,-1,0,14013
14013,-103.0,233.0,11.0,3.0,0.0,5.0,45.0,1.0,1,5,1,14014
14014,99.0,138.0,9.0,3.0,0.0,7.0,36.0,,4,4,0,14015
14015,47.0,63.0,6.0,3.0,0.0,34.0,27.0,1.0,0,-1,4,14016
14016,56.0,172.0,5.0,3.0,0.0,23.0,38.0,0.0,4,4,-1,14017
14017,-136.0,149.0,4.883233224643899,3.0,0.0,49.0,35.0,1.0,1,4,0,14018
14018,125.0,110.0,9.0,1.0,0.0,29.0,36.0,0.0,4,4,0,14019
14019,-30.0,194.0,8.0,1.0,0.0,12.0,39.0,0.0,0,-1,0,14020
14020,-231.0,34.0,2.0,1.0,0.0,32.0,43.0,,2,2,1,14021
14021,51.0,172.0,0.0,1.0,0.0,28.329381850668316,37.0,0.0,0,4,0,14022
14022,99.0,186.0,6.0,2.0,0.0,36.0,41.0,0.0,4,4,0,14023
14023,67.0,160.0,5.0,2.0,0.0,20.0,37.0,,4,-1,0,14024
14024,102.0,78.0,4.0,2.0,0.0,14.0,35.0,1.0,5,4,2,14025
14025,0.0,0.0,3.0,2.0,0.0,54.0,35.0,1.0,0,0,4,14026
14026,-112.0,164.0,2.0,2.0,0.0,23.0,39.0,0.0,1,4,0,14027
14027,-101.0,115.0,4.883233224643899,2.0,0.0,1.0,35.0,1.0,2,4,2,14028
14028,65.0,151.0,10.0,3.0,0.0,57.0,36.0,1.0,4,4,0,14029
14029,124.0,61.0,8.0,3.0,0.0,6.0,33.0,1.0,-1,4,2,14030
14030,0.0,0.0,7.0,3.0,0.0,30.0,20.0,1.0,0,0,4,14031
14031,75.0,145.0,6.0,3.0,0.0,22.0,36.0,0.0,4,4,0,14032
14032,0.0,0.0,4.0,3.0,0.0,23.0,20.0,0.0,0,0,4,14033
14033,54.0,154.0,3.0,3.0,0.0,13.0,36.0,1.0,4,4,0,14034
14034,0.0,58.0,11.0,4.0,0.0,47.0,34.0,0.0,2,4,2,14035
14035,124.0,74.0,10.0,4.0,0.0,42.0,32.0,0.0,5,4,2,14036
14036,99.0,88.0,8.0,4.0,0.0,11.0,33.0,1.0,5,4,-1,14037
14037,51.0,242.0,6.0,4.0,0.0,29.0,44.0,0.0,0,5,1,14038
14038,132.0,9.0,2.0,4.0,0.0,22.0,33.0,1.0,5,4,2,14039
14039,119.0,124.0,1.0,4.0,0.0,40.0,37.0,1.0,4,4,0,14040
14040,125.0,206.0,1.0,4.0,0.0,12.0,44.0,1.0,4,5,1,14041
14041,10.0,154.0,4.0,5.0,0.0,37.0,35.0,1.0,0,-1,2,14042
14042,108.0,110.0,3.0,5.0,0.0,25.0,35.0,0.0,5,4,2,14043
14043,0.0,0.0,2.0,5.0,0.0,58.0,20.0,1.0,0,0,4,14044
14044,-125.0,126.0,1.0,3.0,0.0,23.0,37.0,,1,4,0,14045
14045,0.0,-2.0,0.0,5.0,0.0,51.0,31.0,1.0,5,4,-1,14046
14046,-142.0,64.0,4.883233224643899,1.0,0.0,51.0,35.0,,2,4,2,14047
14047,108.0,205.0,9.0,3.0,0.0,24.0,43.0,1.0,4,4,0,14048
14048,105.0,56.0,9.0,1.0,0.0,0.0,31.0,1.0,5,4,2,14049
14049,-27.0,74.0,8.0,1.0,0.0,28.0,33.0,1.0,-1,1,-1,14050
14050,-172.0,187.0,7.0,1.0,0.0,59.0,45.0,0.0,1,5,1,14051
14051,0.0,134.0,6.0,1.0,0.0,1.0,36.0,0.0,4,4,0,14052
14052,0.0,113.0,3.0,1.0,0.0,38.0,32.0,1.0,0,-1,2,14053
14053,-166.0,108.0,2.0,1.0,0.0,55.0,39.0,0.0,2,4,0,14054
14054,0.0,0.0,4.0,2.0,0.0,28.329381850668316,20.0,1.0,-1,0,4,14055
14055,-128.0,224.0,4.0,2.0,0.0,18.0,45.0,0.0,1,5,1,14056
14056,127.0,137.0,4.883233224643899,2.0,0.0,21.0,38.0,,4,4,0,14057
14057,124.0,34.0,1.0,2.0,0.0,44.0,32.0,0.0,5,4,2,14058
14058,0.0,257.0,0.0,2.0,0.0,36.0,45.0,,0,5,1,14059
14059,-40.0,247.0,8.0,3.0,0.0,28.0,45.0,,0,5,1,14060
14060,92.0,172.0,8.0,3.0,0.0,3.0,39.0,1.0,4,4,0,14061
14061,136.0,11.0,4.0,3.0,0.0,44.0,33.0,0.0,5,4,2,14062
14062,-149.0,198.0,4.0,3.0,0.0,10.0,44.0,1.0,1,5,1,14063
14063,-152.0,217.0,3.0,3.0,0.0,24.0,46.0,0.0,1,5,1,14064
14064,0.0,0.0,1.0,3.0,0.0,58.0,20.0,1.0,0,0,4,14065
14065,-147.0,33.0,4.883233224643899,3.0,0.0,59.0,35.0,,2,4,2,14066
14066,-114.0,192.0,4.0,4.0,0.0,3.0,42.0,1.0,1,4,0,14067
14067,-7.0,268.0,3.0,4.0,0.0,36.0,46.0,,0,5,1,14068
14068,-158.0,34.0,3.0,4.0,0.0,8.0,36.0,1.0,2,4,-1,14069
14069,-114.0,113.0,11.0,1.0,0.0,31.0,36.0,,1,4,0,14070
14070,-41.0,105.0,8.0,1.0,0.0,25.0,31.0,0.0,0,1,2,14071
14071,0.0,0.0,7.0,1.0,0.0,6.0,20.0,0.0,-1,0,4,14072
14072,-100.0,119.0,6.0,1.0,0.0,44.0,35.0,0.0,2,4,2,14073
14073,-171.0,12.0,7.0,2.0,0.0,27.0,35.0,,2,-1,0,14074
14074,0.0,0.0,4.883233224643899,2.0,0.0,0.0,20.0,1.0,0,0,4,14075
14075,0.0,101.0,6.0,2.0,0.0,24.0,31.0,,5,1,2,14076
14076,0.0,0.0,5.0,2.0,0.0,5.0,20.0,0.0,0,0,4,14077
14077,0.0,0.0,3.0,2.0,0.0,28.329381850668316,35.0,0.0,0,0,4,14078
14078,0.0,0.0,2.0,2.0,0.0,22.0,20.0,1.0,0,0,4,14079
14079,0.0,0.0,11.0,3.0,0.0,9.0,20.0,1.0,0,0,4,14080
14080,0.0,0.0,10.0,3.0,0.0,33.0,20.0,1.0,0,0,4,14081
14081,0.0,0.0,10.0,3.0,0.0,9.0,20.0,0.0,0,0,4,14082
14082,-98.0,131.0,6.0,3.0,0.0,34.0,36.0,0.0,1,4,0,14083
14083,-11.0,132.0,1.0,3.0,0.0,5.0,33.0,1.0,0,1,2,14084
14084,-52.0,91.0,0.0,3.0,0.0,11.0,30.0,1.0,0,1,2,14085
14085,-122.0,224.0,5.0,4.0,0.0,21.0,45.0,0.0,1,5,1,14086
14086,62.0,47.0,3.0,4.0,0.0,25.0,27.0,1.0,0,1,4,14087
14087,-52.0,28.0,2.0,4.0,0.0,45.0,35.0,1.0,0,1,4,14088
14088,-41.0,104.0,1.0,4.0,0.0,57.0,31.0,,-1,1,2,14089
14089,62.0,74.0,11.0,1.0,0.0,16.0,40.0,1.0,0,4,0,14090
14090,-188.0,157.0,10.0,1.0,0.0,41.0,44.0,1.0,1,5,1,14091
14091,0.0,156.0,9.0,1.0,0.0,55.0,40.0,1.0,4,4,0,14092
14092,108.0,162.0,9.0,1.0,0.0,29.0,39.0,0.0,4,4,0,14093
14093,0.0,137.0,8.0,1.0,0.0,3.0,45.0,0.0,1,5,1,14094
14094,0.0,0.0,7.0,1.0,0.0,34.0,20.0,1.0,0,0,4,14095
14095,-155.0,-6.0,6.0,1.0,0.0,35.0,35.0,1.0,2,4,2,14096
14096,0.0,-19.0,3.0,1.0,0.0,56.0,35.0,0.0,2,4,2,14097
14097,-183.0,167.0,0.0,1.0,0.0,35.0,44.0,1.0,1,5,1,14098
14098,0.0,74.0,0.0,1.0,0.0,1.0,20.0,0.0,0,0,4,14099
14099,230.0,7.0,7.0,2.0,0.0,5.0,43.0,1.0,5,6,1,14100
14100,0.0,69.0,6.0,2.0,0.0,27.0,35.0,,-1,4,0,14101
14101,-163.0,108.0,6.0,2.0,0.0,4.0,39.0,1.0,2,4,0,14102
14102,0.0,0.0,5.0,2.0,0.0,50.0,20.0,1.0,0,0,4,14103
14103,13.0,56.0,4.0,2.0,0.0,2.0,25.0,1.0,0,1,4,14104
14104,212.0,124.0,2.0,2.0,0.0,42.0,44.0,0.0,-1,5,1,14105
14105,0.0,0.0,1.0,2.0,0.0,56.0,20.0,1.0,0,0,4,14106
14106,-166.0,82.0,1.0,2.0,0.0,6.0,38.0,0.0,2,4,0,14107
14107,0.0,0.0,0.0,2.0,0.0,42.0,20.0,1.0,0,0,4,14108
14108,95.0,-8.0,0.0,2.0,0.0,13.0,29.0,0.0,5,4,2,14109
14109,209.0,121.0,8.0,3.0,0.0,28.329381850668316,44.0,0.0,4,5,1,14110
14110,-76.0,41.0,8.0,3.0,0.0,17.0,28.0,1.0,2,1,2,14111
14111,-101.0,-30.0,7.0,3.0,0.0,7.0,30.0,1.0,2,4,2,14112
14112,-8.0,56.0,5.0,3.0,0.0,10.0,35.0,,0,1,4,14113
14113,190.0,39.0,4.0,3.0,0.0,28.329381850668316,39.0,0.0,5,4,0,14114
14114,0.0,159.0,3.0,3.0,0.0,37.0,37.0,,1,-1,0,14115
14115,83.0,30.0,1.0,3.0,0.0,39.0,28.0,,5,4,2,14116
14116,-67.0,74.0,4.883233224643899,4.0,0.0,32.0,35.0,1.0,0,1,2,14117
14117,159.0,26.0,6.0,4.0,0.0,33.0,36.0,0.0,5,4,0,14118
14118,-120.0,22.0,6.0,4.0,0.0,17.0,32.0,0.0,2,4,2,14119
14119,-65.0,101.0,3.0,4.0,0.0,24.0,32.0,,2,1,2,14120
14120,147.0,9.0,10.0,1.0,0.0,11.0,34.0,0.0,-1,-1,2,14121
14121,-117.0,69.0,9.0,1.0,0.0,8.0,35.0,1.0,2,-1,-1,14122
14122,152.0,30.0,8.0,1.0,0.0,41.0,35.0,0.0,5,4,2,14123
14123,-120.0,219.0,6.0,1.0,0.0,21.0,44.0,1.0,1,5,1,14124
14124,-147.0,190.0,4.0,1.0,0.0,20.0,44.0,1.0,1,5,1,14125
14125,0.0,250.0,3.0,1.0,0.0,51.0,45.0,1.0,0,5,1,14126
14126,0.0,0.0,3.0,1.0,0.0,1.0,20.0,1.0,0,0,4,14127
14127,-95.0,53.0,1.0,1.0,0.0,55.0,30.0,,2,4,2,14128
14128,95.0,26.0,4.0,2.0,0.0,59.0,29.0,0.0,5,4,2,14129
14129,6.0,231.0,4.0,2.0,0.0,28.0,43.0,0.0,0,4,0,14130
14130,-174.0,93.0,3.0,2.0,0.0,41.0,39.0,,2,4,0,14131
14131,165.0,28.0,2.0,2.0,0.0,46.0,35.0,0.0,5,4,0,14132
14132,155.0,195.0,1.0,2.0,0.0,4.0,44.0,0.0,4,5,1,14133
14133,0.0,0.0,11.0,3.0,0.0,24.0,20.0,,0,0,4,14134
14134,-32.0,244.0,10.0,3.0,0.0,49.0,44.0,0.0,0,-1,1,14135
14135,-231.0,14.0,10.0,3.0,0.0,17.0,35.0,,2,2,-1,14136
14136,-111.0,74.0,8.0,3.0,0.0,28.329381850668316,38.0,,1,4,0,14137
14137,15.0,249.0,7.0,3.0,0.0,37.0,44.0,,0,5,1,14138
14138,0.0,74.0,6.0,3.0,0.0,24.0,20.0,,0,0,4,14139
14139,-79.0,200.0,2.0,3.0,0.0,31.0,41.0,1.0,1,4,0,14140
14140,12.0,225.0,0.0,3.0,0.0,39.0,42.0,1.0,0,4,0,14141
14141,-67.0,216.0,6.0,4.0,0.0,27.0,42.0,1.0,0,4,0,14142
14142,-175.0,119.0,3.0,4.0,0.0,55.0,41.0,1.0,2,4,0,14143
14143,-142.0,209.0,3.0,4.0,0.0,1.0,45.0,0.0,1,5,1,14144
14144,129.0,167.0,2.0,4.0,0.0,17.0,41.0,1.0,4,4,0,14145
14145,-161.0,55.0,1.0,4.0,0.0,36.0,37.0,0.0,2,4,0,14146
14146,168.0,19.0,0.0,4.0,0.0,46.0,36.0,0.0,5,4,0,14147
14147,18.0,160.0,0.0,4.0,0.0,23.0,36.0,1.0,0,4,0,14148
14148,-90.0,140.0,10.0,1.0,0.0,28.329381850668316,36.0,0.0,1,-1,0,14149
14149,97.0,6.0,9.0,1.0,0.0,21.0,29.0,1.0,5,4,-1,14150
14150,4.0,7.0,8.0,1.0,0.0,28.329381850668316,20.0,1.0,0,0,4,14151
14151,-198.0,134.0,7.0,1.0,0.0,51.0,43.0,,1,5,1,14152
14152,1.0,1.0,7.0,1.0,0.0,18.0,20.0,,0,0,4,14153
14153,88.0,58.0,6.0,1.0,0.0,34.0,30.0,0.0,5,4,2,14154
14154,168.0,140.0,4.0,1.0,0.0,12.0,41.0,,-1,4,0,14155
14155,-4.0,4.0,3.0,1.0,0.0,22.0,20.0,,0,0,4,14156
14156,-149.0,123.0,1.0,1.0,0.0,32.0,39.0,0.0,1,4,0,14157
14157,4.0,129.0,0.0,1.0,0.0,32.0,32.0,1.0,0,-1,2,14158
14158,-84.0,137.0,7.0,2.0,0.0,54.0,36.0,,1,4,0,14159
14159,133.0,201.0,5.0,2.0,0.0,13.0,44.0,1.0,4,5,1,14160
14160,-5.0,4.0,4.0,2.0,0.0,33.0,20.0,0.0,0,0,4,14161
14161,99.0,157.0,0.0,2.0,0.0,27.0,38.0,0.0,4,4,0,14162
14162,-172.0,176.0,11.0,3.0,0.0,22.0,44.0,0.0,1,5,1,14163
14163,-24.0,143.0,10.0,3.0,0.0,46.0,34.0,,-1,4,2,14164
14164,6.0,1.0,7.0,3.0,0.0,17.0,20.0,,0,0,4,14165
14165,146.0,17.0,4.883233224643899,3.0,0.0,43.0,34.0,0.0,5,4,2,14166
14166,-64.0,44.0,2.0,3.0,0.0,54.0,27.0,1.0,0,-1,4,14167
14167,200.0,-2.0,1.0,3.0,0.0,32.0,35.0,0.0,5,4,0,14168
14168,-71.0,140.0,5.0,4.0,0.0,51.0,35.0,0.0,0,4,2,14169
14169,48.0,74.0,5.0,4.0,0.0,25.0,45.0,1.0,0,5,1,14170
14170,97.0,233.0,3.0,3.0,0.0,23.0,45.0,,4,5,1,14171
